tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Dependents,NumServices,Churn
41,60.64,2491.46,Month-to-month,Fiber optic,Electronic check,No,0,No,5,1
59,111.95,6548.76,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
69,60.86,4184.31,One year,Fiber optic,Electronic check,No,0,No,3,0
53,53.84,2758.12,Month-to-month,Fiber optic,Credit card,No,1,No,3,1
45,62.05,2810.14,Two year,DSL,Credit card,No,0,Yes,7,0
20,69.95,1321.78,Month-to-month,Fiber optic,Credit card,No,0,Yes,1,1
24,81.2,1945.77,One year,DSL,Mailed check,No,0,Yes,6,0
61,98.07,5913.04,One year,DSL,Bank transfer,No internet service,0,No,3,0
58,63.21,3727.49,Two year,Fiber optic,Mailed check,Yes,0,No,6,0
27,99.75,2587.7,Month-to-month,DSL,Bank transfer,No,0,Yes,1,0
26,71.37,1841.53,One year,DSL,Electronic check,No,0,No,3,0
7,51.85,390.91,Month-to-month,DSL,Bank transfer,Yes,1,No,1,1
42,83.8,3537.34,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,2,1
47,89.77,4156.95,Two year,No,Bank transfer,No,0,No,4,0
53,73.8,3824.67,Two year,No,Credit card,No,0,No,4,0
59,23.66,1435.1,One year,Fiber optic,Electronic check,Yes,0,No,3,0
38,34.99,1323.37,Month-to-month,Fiber optic,Mailed check,No,0,No,3,1
69,46.53,3156.97,Two year,DSL,Mailed check,Yes,0,Yes,7,0
53,46.26,2492.81,Month-to-month,DSL,Electronic check,No,0,No,4,0
15,85.34,1252.0,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
26,19.83,482.84,One year,Fiber optic,Electronic check,No internet service,0,Yes,4,0
48,93.57,4447.94,Month-to-month,Fiber optic,Credit card,Yes,0,No,1,0
19,44.53,808.18,Two year,DSL,Credit card,No,0,No,1,0
9,49.0,401.24,Month-to-month,DSL,Electronic check,No,0,Yes,2,1
64,70.79,4547.04,Month-to-month,DSL,Electronic check,No,0,No,7,0
54,39.59,2215.53,One year,No,Electronic check,No,0,Yes,2,0
51,106.45,5358.97,One year,DSL,Mailed check,No,0,No,1,0
39,26.54,1017.89,Month-to-month,Fiber optic,Credit card,No,1,Yes,2,1
4,62.44,241.55,Month-to-month,DSL,Electronic check,Yes,0,No,5,1
3,102.94,332.05,One year,Fiber optic,Bank transfer,No internet service,0,No,7,0
64,79.58,5142.82,Month-to-month,DSL,Electronic check,No,0,No,6,0
29,47.23,1361.79,Month-to-month,DSL,Credit card,Yes,0,No,7,0
11,60.08,628.98,One year,DSL,Credit card,No,0,Yes,1,0
58,88.67,5171.73,Month-to-month,DSL,Credit card,No,0,Yes,2,0
27,115.33,3031.8,Two year,DSL,Electronic check,Yes,0,No,2,0
21,107.31,2146.39,One year,No,Mailed check,No internet service,0,No,3,0
39,52.24,2167.01,Two year,DSL,Electronic check,No,0,Yes,3,0
46,117.82,5379.32,Month-to-month,DSL,Bank transfer,No,0,No,3,0
66,18.35,1190.44,Two year,Fiber optic,Electronic check,No,1,Yes,4,0
36,20.76,774.66,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,6,0
65,100.38,6542.31,Month-to-month,DSL,Bank transfer,No internet service,1,No,4,0
63,37.95,2434.88,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,4,1
35,24.08,889.57,Month-to-month,Fiber optic,Credit card,No,0,No,1,1
31,41.71,1221.04,Month-to-month,DSL,Mailed check,No,1,No,3,0
28,60.61,1760.54,Month-to-month,Fiber optic,Electronic check,No internet service,0,Yes,3,1
1,91.06,116.59,Month-to-month,DSL,Bank transfer,No,0,No,1,1
25,80.43,2029.74,Month-to-month,DSL,Credit card,Yes,0,Yes,4,0
43,41.76,1816.9,One year,No,Bank transfer,No,0,No,6,0
67,68.33,4466.3,Month-to-month,DSL,Bank transfer,No,1,No,2,0
63,110.62,6958.65,One year,DSL,Credit card,No internet service,0,No,5,0
51,99.5,5026.21,One year,No,Mailed check,No,1,Yes,3,0
2,50.32,45.11,Two year,Fiber optic,Credit card,No,0,No,4,1
64,116.23,7414.1,Month-to-month,Fiber optic,Electronic check,Yes,0,No,2,1
69,88.86,6172.75,Two year,Fiber optic,Mailed check,No,0,No,3,0
9,24.24,232.56,One year,Fiber optic,Electronic check,No,0,No,3,1
2,21.52,64.91,Two year,Fiber optic,Mailed check,Yes,0,No,5,0
34,34.84,1162.27,Month-to-month,DSL,Electronic check,No,0,No,4,0
60,90.79,5465.95,One year,Fiber optic,Electronic check,No internet service,0,Yes,6,0
61,36.37,2208.85,Two year,DSL,Electronic check,Yes,0,No,1,0
31,69.15,2191.07,Month-to-month,DSL,Electronic check,No,0,No,2,1
10,27.33,308.04,One year,Fiber optic,Electronic check,Yes,0,Yes,7,0
36,110.09,3971.18,Two year,Fiber optic,Credit card,Yes,0,No,7,0
49,52.4,2527.34,One year,DSL,Electronic check,Yes,1,Yes,2,0
70,108.81,7630.57,Month-to-month,DSL,Mailed check,No,0,No,4,0
49,112.49,5524.01,One year,Fiber optic,Electronic check,No internet service,0,No,2,0
3,18.61,61.81,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
5,64.41,298.27,Two year,No,Credit card,Yes,0,No,7,0
61,20.47,1215.67,Month-to-month,No,Credit card,Yes,0,No,1,0
26,108.87,2846.72,Month-to-month,No,Credit card,No,0,No,7,0
5,69.84,306.32,Month-to-month,Fiber optic,Mailed check,Yes,0,No,7,1
15,25.49,369.83,One year,Fiber optic,Electronic check,No internet service,0,No,2,0
16,29.03,493.79,Two year,No,Electronic check,Yes,0,Yes,4,0
1,56.35,78.43,Month-to-month,No,Bank transfer,No,0,No,1,1
16,112.02,1734.51,Month-to-month,Fiber optic,Credit card,No,0,No,5,1
37,87.29,3244.69,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
3,104.76,415.88,Two year,DSL,Electronic check,Yes,0,Yes,4,0
52,54.65,2875.35,Month-to-month,No,Electronic check,Yes,0,Yes,6,0
47,22.32,1035.37,Month-to-month,Fiber optic,Electronic check,No,1,Yes,5,1
13,115.43,1565.99,One year,No,Bank transfer,No,0,No,2,0
55,19.72,1194.41,Month-to-month,DSL,Electronic check,No internet service,0,No,6,0
21,112.77,2411.24,Month-to-month,DSL,Mailed check,Yes,0,No,1,0
66,54.87,3534.69,Month-to-month,Fiber optic,Credit card,Yes,1,No,6,1
54,19.01,1057.33,Two year,No,Bank transfer,No,0,No,2,0
27,86.92,2414.16,Two year,No,Electronic check,Yes,0,No,4,0
38,116.05,4306.86,One year,DSL,Electronic check,No,0,No,5,0
58,114.56,6691.48,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,5,0
62,34.09,2103.65,Month-to-month,DSL,Mailed check,No internet service,0,No,2,0
46,36.12,1727.51,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
11,74.55,816.54,One year,Fiber optic,Electronic check,No,0,Yes,7,0
8,81.73,671.01,One year,Fiber optic,Credit card,No internet service,0,No,7,0
71,91.94,6545.87,Two year,No,Bank transfer,No internet service,0,Yes,2,0
64,36.11,2346.43,Month-to-month,DSL,Credit card,No,0,Yes,6,0
21,113.9,2414.27,One year,Fiber optic,Mailed check,No internet service,0,Yes,3,0
63,81.87,5113.1,One year,Fiber optic,Electronic check,No,0,No,4,0
64,102.7,6559.94,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
20,72.01,1439.8,One year,No,Credit card,No internet service,0,No,1,0
8,59.43,536.94,Two year,No,Electronic check,No,0,Yes,3,0
58,115.72,6735.88,Two year,DSL,Electronic check,Yes,0,No,7,0
46,76.21,3472.88,One year,Fiber optic,Electronic check,No internet service,1,Yes,5,0
31,104.69,3199.32,Month-to-month,DSL,Bank transfer,No,0,No,2,0
9,113.33,1052.7,Two year,Fiber optic,Credit card,No internet service,0,Yes,5,0
15,85.54,1259.29,One year,Fiber optic,Credit card,No internet service,0,No,4,0
26,72.89,1932.9,Month-to-month,DSL,Mailed check,No,1,No,6,0
10,18.35,180.72,Month-to-month,No,Credit card,Yes,1,No,2,0
29,22.0,711.06,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
36,38.09,1334.21,Month-to-month,No,Credit card,No,0,No,5,0
37,36.6,1426.17,One year,DSL,Mailed check,Yes,1,No,2,0
71,43.48,3135.96,Month-to-month,No,Mailed check,Yes,0,No,5,0
23,48.49,1093.33,Month-to-month,No,Electronic check,Yes,0,No,2,0
41,54.01,2170.35,Month-to-month,DSL,Electronic check,No,0,No,5,1
28,60.05,1777.89,Month-to-month,DSL,Electronic check,Yes,0,No,5,0
48,27.89,1293.43,Month-to-month,No,Electronic check,Yes,0,Yes,2,0
38,22.24,860.29,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
31,85.39,2664.5,Month-to-month,Fiber optic,Electronic check,Yes,1,Yes,2,1
14,71.73,1004.77,One year,No,Electronic check,Yes,0,No,6,0
29,62.41,1849.09,Month-to-month,DSL,Credit card,No internet service,0,No,5,0
51,81.44,4107.12,One year,Fiber optic,Credit card,No,0,Yes,3,0
49,100.77,5034.28,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
43,60.77,2571.85,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,1,0
5,82.11,403.36,Month-to-month,DSL,Bank transfer,Yes,1,No,6,0
42,113.36,4689.09,Month-to-month,Fiber optic,Credit card,No,1,Yes,2,1
7,101.96,766.04,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
42,60.6,2639.61,Month-to-month,Fiber optic,Electronic check,No,0,Yes,6,1
36,82.47,3069.39,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
27,35.71,1020.83,One year,DSL,Electronic check,Yes,0,No,3,0
58,74.05,4276.47,Month-to-month,No,Credit card,No,0,No,7,0
46,116.13,5342.2,Two year,Fiber optic,Bank transfer,No,0,No,4,0
66,69.83,4592.73,Two year,No,Mailed check,No,0,No,6,0
25,110.76,2708.44,One year,DSL,Electronic check,No,0,Yes,2,0
27,58.73,1571.03,Month-to-month,Fiber optic,Electronic check,No,0,Yes,3,1
1,117.88,163.32,Two year,DSL,Bank transfer,No internet service,0,No,2,0
42,75.92,3145.37,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
52,22.23,1041.75,Month-to-month,DSL,Mailed check,Yes,0,Yes,4,0
25,76.68,1854.24,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,2,1
54,45.46,2495.6,Two year,No,Bank transfer,No internet service,0,Yes,6,0
67,21.25,1337.71,Month-to-month,DSL,Credit card,No internet service,0,No,3,0
6,100.09,576.91,Two year,DSL,Credit card,No,0,No,7,0
58,45.57,2624.05,Month-to-month,No,Electronic check,No,1,No,3,1
70,97.65,6848.74,Two year,Fiber optic,Mailed check,No internet service,0,No,4,0
53,46.82,2493.28,Two year,Fiber optic,Electronic check,Yes,0,Yes,4,0
66,37.43,2490.56,Two year,DSL,Mailed check,No internet service,1,No,5,0
58,115.39,6685.39,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,3,0
2,54.16,61.1,Two year,DSL,Electronic check,Yes,0,No,6,0
22,78.14,1764.1,Two year,Fiber optic,Bank transfer,Yes,0,No,5,0
37,79.0,2834.75,Month-to-month,Fiber optic,Mailed check,No,0,Yes,2,1
20,74.05,1520.01,Month-to-month,Fiber optic,Credit card,Yes,0,No,4,1
24,109.47,2684.47,One year,DSL,Electronic check,Yes,0,No,6,0
65,85.44,5670.7,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
65,58.37,3756.55,One year,DSL,Bank transfer,No,0,No,6,0
1,104.24,76.23,Month-to-month,No,Bank transfer,No internet service,1,No,2,1
3,36.11,110.99,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,5,1
46,72.42,3330.43,Month-to-month,DSL,Credit card,Yes,0,Yes,3,0
55,113.06,6259.76,Month-to-month,DSL,Mailed check,Yes,0,No,4,0
64,80.54,5180.67,Month-to-month,DSL,Mailed check,No,0,Yes,4,0
45,99.7,4468.76,Two year,DSL,Credit card,No,0,No,6,0
26,83.36,2162.35,Month-to-month,Fiber optic,Mailed check,No,0,No,7,1
65,101.94,6672.58,Two year,DSL,Mailed check,No,0,No,2,0
24,112.45,2635.46,One year,No,Bank transfer,No internet service,0,Yes,6,0
35,45.29,1573.54,Month-to-month,DSL,Bank transfer,Yes,1,No,2,0
24,34.97,866.92,Month-to-month,No,Electronic check,No,0,Yes,4,0
28,66.4,1805.84,Month-to-month,DSL,Electronic check,Yes,0,Yes,5,0
16,88.19,1233.93,Month-to-month,DSL,Mailed check,Yes,0,No,3,0
59,40.72,2474.76,Month-to-month,No,Electronic check,Yes,0,No,4,0
54,18.41,993.12,Month-to-month,No,Credit card,No,0,Yes,4,0
16,52.29,773.82,Two year,Fiber optic,Electronic check,No,0,No,2,0
15,114.89,1769.31,Month-to-month,Fiber optic,Electronic check,No internet service,1,No,3,1
11,87.5,952.05,One year,No,Bank transfer,No internet service,1,No,4,0
65,58.13,3726.87,Two year,Fiber optic,Bank transfer,No,0,No,2,0
68,37.26,2552.0,Two year,DSL,Bank transfer,Yes,0,Yes,1,0
43,53.61,2307.76,Two year,DSL,Mailed check,No internet service,0,No,7,0
69,34.98,2383.23,Two year,Fiber optic,Credit card,No internet service,0,No,4,0
13,28.63,333.72,Month-to-month,Fiber optic,Mailed check,No internet service,1,No,1,1
10,108.67,1035.44,Two year,Fiber optic,Mailed check,Yes,0,No,3,0
41,117.77,4865.14,Two year,DSL,Credit card,No,0,No,3,0
50,34.41,1658.15,Month-to-month,No,Electronic check,No internet service,0,No,4,0
71,23.45,1625.23,Month-to-month,Fiber optic,Credit card,No,0,No,7,1
59,50.97,3012.47,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
39,64.17,2575.41,Month-to-month,DSL,Credit card,No,0,No,5,0
3,38.48,122.09,Month-to-month,No,Electronic check,No,0,No,2,1
7,48.14,366.41,One year,Fiber optic,Credit card,No internet service,1,Yes,2,0
49,38.09,1871.38,One year,Fiber optic,Bank transfer,No internet service,0,No,5,0
26,95.43,2526.4,Month-to-month,No,Bank transfer,No internet service,1,No,7,0
33,89.26,3042.39,Month-to-month,No,Mailed check,No internet service,0,No,1,0
48,81.5,3889.88,One year,DSL,Credit card,No,0,No,6,0
2,56.72,114.15,Month-to-month,No,Mailed check,Yes,0,No,6,0
71,108.9,7740.87,Month-to-month,Fiber optic,Mailed check,Yes,0,Yes,3,0
32,114.95,3704.99,One year,DSL,Bank transfer,No internet service,0,Yes,4,0
4,35.36,148.08,Month-to-month,DSL,Electronic check,No,1,No,2,1
20,40.3,778.84,Month-to-month,Fiber optic,Electronic check,No,1,No,2,1
36,70.56,2539.92,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
32,27.13,989.59,One year,Fiber optic,Electronic check,Yes,0,No,4,0
28,61.64,1741.75,One year,DSL,Credit card,No,1,No,2,0
1,76.18,0.0,Month-to-month,No,Bank transfer,No,0,No,2,1
60,70.21,4192.7,Month-to-month,No,Mailed check,Yes,1,No,2,0
56,51.09,2861.76,One year,Fiber optic,Electronic check,No,0,No,4,0
35,72.24,2521.53,Two year,No,Bank transfer,No,1,No,6,0
30,113.88,3412.98,One year,No,Credit card,No,0,No,1,0
54,38.6,2098.81,Two year,DSL,Mailed check,No,0,No,2,0
36,83.48,3030.82,Month-to-month,No,Mailed check,No internet service,0,No,7,0
55,22.34,1241.62,One year,No,Electronic check,No,1,No,7,0
58,24.64,1476.75,Two year,DSL,Bank transfer,No,0,Yes,1,0
65,73.18,4682.12,One year,No,Bank transfer,No,0,Yes,2,0
69,28.49,1953.45,Two year,DSL,Electronic check,No internet service,0,Yes,4,0
51,20.23,1053.68,Month-to-month,Fiber optic,Credit card,No,1,No,5,1
22,35.15,786.14,Two year,Fiber optic,Credit card,No,0,No,1,0
53,74.48,3915.09,One year,No,Electronic check,No,0,No,7,0
36,88.33,3153.43,Two year,Fiber optic,Bank transfer,Yes,0,No,7,0
68,38.25,2558.77,Month-to-month,Fiber optic,Credit card,Yes,0,Yes,5,0
36,84.83,3102.57,One year,Fiber optic,Credit card,Yes,0,No,2,0
52,36.25,1792.27,Two year,Fiber optic,Electronic check,Yes,0,No,7,0
53,79.35,4141.25,Month-to-month,Fiber optic,Mailed check,No,1,No,2,1
50,59.2,2980.73,One year,Fiber optic,Credit card,Yes,0,No,6,0
41,83.38,3445.74,Two year,No,Electronic check,No internet service,0,No,4,0
18,117.51,2035.87,Month-to-month,DSL,Mailed check,No internet service,0,No,5,0
22,111.78,2490.52,Month-to-month,Fiber optic,Mailed check,No,0,No,5,1
66,18.43,1225.28,One year,DSL,Bank transfer,No,0,Yes,2,0
21,106.54,2263.2,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
44,24.65,1088.18,Month-to-month,DSL,Credit card,No,0,No,3,0
47,113.3,5346.59,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
39,46.18,1824.12,Month-to-month,DSL,Bank transfer,No,0,No,7,0
29,56.2,1653.5,Month-to-month,DSL,Mailed check,No,0,No,6,0
54,27.16,1479.05,Month-to-month,Fiber optic,Electronic check,No,1,No,7,1
17,29.23,492.59,One year,Fiber optic,Electronic check,No,0,No,3,0
60,90.67,5436.46,One year,Fiber optic,Credit card,No,0,No,5,0
31,112.43,3496.94,One year,DSL,Mailed check,No internet service,0,No,7,0
49,79.07,3915.94,Month-to-month,No,Bank transfer,No,1,No,5,0
2,89.59,277.41,Month-to-month,DSL,Bank transfer,No,0,No,7,1
48,94.2,4547.88,Month-to-month,No,Electronic check,No,1,No,1,1
14,44.28,638.81,Two year,Fiber optic,Bank transfer,No,0,No,2,0
59,22.52,1389.63,One year,DSL,Electronic check,No,0,No,3,0
58,18.19,1074.68,Two year,Fiber optic,Bank transfer,No internet service,0,Yes,4,0
58,53.06,3024.75,Month-to-month,No,Electronic check,Yes,0,No,1,0
51,42.15,2112.8,One year,Fiber optic,Credit card,Yes,0,No,3,0
2,24.23,139.91,Month-to-month,DSL,Bank transfer,No,0,No,2,1
41,35.95,1438.39,Two year,Fiber optic,Mailed check,Yes,0,No,2,0
16,30.45,515.71,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
4,109.49,388.52,Month-to-month,No,Electronic check,No,0,Yes,2,1
12,32.03,448.54,Month-to-month,No,Credit card,No,0,Yes,3,1
29,71.76,2058.17,One year,DSL,Electronic check,No,0,No,2,0
7,77.31,545.31,Month-to-month,DSL,Mailed check,No,0,No,7,1
14,72.35,1001.47,Month-to-month,DSL,Electronic check,Yes,0,No,6,0
12,27.91,360.11,Month-to-month,No,Credit card,No,0,No,4,0
5,49.88,257.98,Two year,Fiber optic,Bank transfer,No,0,No,7,1
32,23.13,785.56,Month-to-month,No,Electronic check,No,0,Yes,6,0
43,57.57,2508.14,Two year,Fiber optic,Bank transfer,No,0,No,2,0
69,36.86,2557.42,Two year,Fiber optic,Credit card,No,0,No,1,0
45,74.16,3369.92,Two year,DSL,Bank transfer,Yes,0,No,6,0
9,87.28,820.55,Two year,No,Mailed check,No,0,Yes,4,0
49,71.21,3469.51,Two year,Fiber optic,Electronic check,No,0,No,7,0
33,61.42,2003.3,Month-to-month,No,Electronic check,No,0,Yes,1,0
18,56.73,1098.8,Month-to-month,DSL,Electronic check,Yes,0,No,6,0
9,102.17,954.84,One year,Fiber optic,Mailed check,Yes,0,No,6,0
62,39.94,2496.3,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,1,1
57,91.42,5170.96,Month-to-month,DSL,Credit card,No,1,No,7,0
29,93.75,2629.29,One year,Fiber optic,Credit card,No,0,No,5,0
25,59.92,1483.37,One year,Fiber optic,Electronic check,No,0,Yes,5,0
15,47.73,693.32,Two year,DSL,Bank transfer,No,0,No,2,0
6,65.05,374.81,One year,DSL,Bank transfer,Yes,0,No,4,0
42,27.32,1190.14,One year,Fiber optic,Mailed check,No,0,No,7,0
29,22.59,731.57,Month-to-month,DSL,Bank transfer,Yes,0,Yes,3,0
4,29.16,172.11,Month-to-month,Fiber optic,Electronic check,No,0,Yes,5,1
57,36.71,2062.44,Two year,Fiber optic,Electronic check,No internet service,0,No,4,0
49,68.42,3379.38,Month-to-month,DSL,Mailed check,No,0,Yes,5,0
44,102.91,4503.84,Month-to-month,DSL,Electronic check,No,0,No,6,0
14,41.56,489.84,One year,No,Mailed check,Yes,0,No,4,0
3,111.52,330.73,Month-to-month,DSL,Mailed check,No internet service,0,No,2,1
62,113.49,7099.47,Month-to-month,Fiber optic,Credit card,No,0,No,1,1
64,113.89,7272.25,Month-to-month,Fiber optic,Credit card,No,0,No,5,1
45,101.76,4620.69,Month-to-month,No,Credit card,No,1,Yes,7,0
58,54.38,3120.9,Month-to-month,DSL,Credit card,No,0,Yes,1,0
20,25.27,539.79,Two year,No,Credit card,No,0,Yes,6,0
58,74.88,4330.97,Month-to-month,Fiber optic,Bank transfer,Yes,0,Yes,1,0
57,73.87,4286.65,Month-to-month,DSL,Credit card,Yes,0,No,7,0
68,103.0,6988.17,Month-to-month,DSL,Bank transfer,No,0,No,7,0
52,117.6,6088.03,Month-to-month,Fiber optic,Credit card,No internet service,0,No,7,0
37,68.82,2619.76,Two year,DSL,Electronic check,Yes,0,Yes,3,0
8,52.52,391.32,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,3,1
44,36.59,1620.61,Two year,No,Credit card,Yes,0,No,2,0
5,18.48,63.92,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
69,68.91,4801.09,Two year,Fiber optic,Electronic check,No,0,Yes,7,0
31,73.55,2344.95,Month-to-month,Fiber optic,Mailed check,No,1,No,2,1
45,100.49,4488.5,Month-to-month,No,Bank transfer,Yes,0,No,4,0
9,68.46,643.44,Month-to-month,DSL,Bank transfer,No,0,Yes,6,0
32,109.65,3540.66,One year,Fiber optic,Mailed check,Yes,0,Yes,7,0
33,80.81,2672.99,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
67,102.03,6912.53,Month-to-month,DSL,Credit card,No,0,No,2,0
30,32.83,1060.81,Two year,DSL,Bank transfer,No,0,No,4,0
29,103.53,2959.84,Month-to-month,DSL,Electronic check,No,0,No,6,1
3,85.51,316.98,Month-to-month,Fiber optic,Credit card,Yes,0,No,3,1
57,35.02,2021.66,Two year,DSL,Mailed check,Yes,0,No,4,0
30,36.98,1121.49,Month-to-month,Fiber optic,Electronic check,Yes,0,No,2,1
9,110.65,984.24,Two year,Fiber optic,Credit card,No,0,Yes,5,0
26,21.22,477.65,Month-to-month,Fiber optic,Credit card,Yes,0,No,5,0
2,64.25,142.66,Month-to-month,Fiber optic,Mailed check,No,0,No,6,1
62,49.35,3074.94,Month-to-month,Fiber optic,Electronic check,Yes,0,No,2,1
3,84.51,353.26,Two year,No,Electronic check,Yes,0,No,6,0
46,101.96,4656.59,Two year,No,Credit card,No internet service,0,No,1,0
68,54.04,3594.21,Two year,No,Credit card,No internet service,1,No,6,0
25,60.69,1458.3,Month-to-month,DSL,Mailed check,Yes,0,No,7,0
51,116.19,6005.34,Two year,DSL,Electronic check,No,0,No,5,0
13,96.39,1230.7,Month-to-month,Fiber optic,Electronic check,No,1,No,6,1
44,107.72,4807.89,Month-to-month,Fiber optic,Credit card,Yes,0,No,5,0
35,61.88,2165.98,Two year,DSL,Electronic check,No,0,No,5,0
55,41.41,2228.68,Month-to-month,DSL,Mailed check,No internet service,0,Yes,1,0
9,59.19,632.74,Month-to-month,No,Bank transfer,No,0,No,3,1
2,89.61,245.11,Month-to-month,DSL,Electronic check,No,1,No,3,1
61,28.94,1756.55,One year,Fiber optic,Electronic check,No,0,No,7,0
41,45.05,1896.76,Month-to-month,DSL,Mailed check,No,0,No,1,0
44,22.66,1003.35,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,6,1
64,61.23,3940.9,Two year,Fiber optic,Credit card,No,0,No,1,0
31,100.74,3211.2,Month-to-month,DSL,Mailed check,No,0,No,2,0
47,20.47,885.94,Month-to-month,No,Electronic check,Yes,0,Yes,2,0
2,85.53,153.13,One year,Fiber optic,Mailed check,No,0,Yes,7,0
69,111.25,7677.68,Two year,Fiber optic,Electronic check,No,0,Yes,6,0
58,41.69,2434.91,Month-to-month,No,Electronic check,Yes,0,Yes,2,0
44,87.36,3781.56,One year,Fiber optic,Bank transfer,No,0,Yes,3,0
56,115.51,6514.42,Month-to-month,Fiber optic,Credit card,No internet service,0,No,6,0
43,114.23,4854.1,Month-to-month,DSL,Credit card,No internet service,1,Yes,7,0
34,41.49,1348.27,Month-to-month,Fiber optic,Bank transfer,No,0,No,4,1
30,28.03,828.45,Month-to-month,DSL,Bank transfer,Yes,0,Yes,5,0
71,32.83,2425.58,Month-to-month,DSL,Credit card,No,0,No,2,0
70,88.2,6301.33,Two year,Fiber optic,Bank transfer,Yes,0,No,7,0
55,90.58,5006.1,One year,DSL,Bank transfer,No,0,No,5,0
67,85.42,5711.48,Two year,Fiber optic,Mailed check,No,0,No,1,0
13,51.61,678.72,One year,Fiber optic,Electronic check,No internet service,0,Yes,3,0
3,34.98,121.68,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,2,1
26,76.08,2051.3,Month-to-month,DSL,Credit card,Yes,0,No,6,0
57,66.37,3722.07,Two year,DSL,Bank transfer,Yes,1,No,6,0
24,90.88,2240.93,One year,Fiber optic,Electronic check,No internet service,0,No,4,0
53,62.14,3221.87,Two year,Fiber optic,Bank transfer,No internet service,0,Yes,6,0
70,51.86,3606.43,Month-to-month,DSL,Mailed check,No,0,No,3,0
43,47.35,2035.83,Month-to-month,Fiber optic,Credit card,No,0,No,1,1
60,39.15,2369.38,Month-to-month,Fiber optic,Electronic check,No,0,Yes,6,1
58,44.57,2585.15,Month-to-month,DSL,Bank transfer,No,0,No,7,0
49,27.48,1355.42,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,0
42,52.69,2214.82,Month-to-month,DSL,Credit card,No,0,Yes,6,0
66,21.66,1353.32,One year,No,Mailed check,No,0,No,6,0
11,36.64,431.81,Month-to-month,DSL,Credit card,Yes,0,Yes,5,0
18,92.68,1708.75,Month-to-month,DSL,Electronic check,No internet service,0,No,3,0
52,50.55,2695.57,One year,No,Electronic check,Yes,0,No,7,0
46,84.82,3994.24,Month-to-month,DSL,Mailed check,No,0,Yes,5,0
44,89.69,3966.83,One year,Fiber optic,Bank transfer,No,0,Yes,6,0
22,76.12,1745.18,Month-to-month,DSL,Mailed check,No,0,No,2,1
53,113.87,6036.0,Two year,No,Electronic check,Yes,1,Yes,6,0
59,20.14,1115.97,One year,No,Bank transfer,No,0,Yes,6,0
30,91.87,2804.01,Two year,Fiber optic,Mailed check,Yes,0,No,1,0
8,113.88,948.01,Month-to-month,DSL,Mailed check,No,0,Yes,4,1
57,104.23,5940.98,Month-to-month,DSL,Electronic check,Yes,0,Yes,3,0
20,34.79,692.67,Month-to-month,Fiber optic,Credit card,Yes,0,No,6,0
25,50.68,1290.95,Month-to-month,DSL,Bank transfer,No internet service,0,Yes,5,0
19,35.25,652.78,Month-to-month,Fiber optic,Electronic check,No,0,Yes,1,1
5,78.13,412.77,One year,Fiber optic,Bank transfer,Yes,0,No,7,0
27,89.22,2362.8,Month-to-month,No,Electronic check,No internet service,0,No,1,0
40,49.71,1947.8,One year,DSL,Mailed check,Yes,0,No,7,0
26,71.95,1804.69,One year,Fiber optic,Mailed check,Yes,0,No,2,0
27,87.09,2463.69,One year,Fiber optic,Credit card,Yes,1,No,3,0
62,60.13,3731.96,Month-to-month,Fiber optic,Credit card,No,0,No,2,1
50,103.4,5230.49,Two year,No,Electronic check,No,0,No,2,0
42,95.15,3941.67,Month-to-month,DSL,Electronic check,Yes,0,No,2,0
